"Origin_Country","Dest_Country","Inbound_Volume","Date_Obj","Year","Month","Type","Global_Inbound_Volume"
"Philippines","China",51929,2016-06-01,2016,6,"History",5074460
"Philippines","China",61073,2016-07-01,2016,7,"History",5709016
"Philippines","China",56821,2016-08-01,2016,8,"History",5754273
"Philippines","China",53215,2016-09-01,2016,9,"History",5219704
"Philippines","China",61711,2016-10-01,2016,10,"History",5369074
"Philippines","China",55650,2016-11-01,2016,11,"History",4631629
"Philippines","China",58402,2016-12-01,2016,12,"History",4894122
"Philippines","China",64720,2017-01-01,2017,1,"History",5323435
"Philippines","China",69396,2017-02-01,2017,2,"History",4995617
"Philippines","China",69385,2017-03-01,2017,3,"History",5148149
"Philippines","China",73991,2017-04-01,2017,4,"History",5029898
"Philippines","China",80451,2017-05-01,2017,5,"History",5221640
"Philippines","China",77460,2017-06-01,2017,6,"History",5241546
"Philippines","China",88106,2017-07-01,2017,7,"History",5857053
"Philippines","China",90285,2017-08-01,2017,8,"History",5982731
"Philippines","China",78014,2017-09-01,2017,9,"History",5458671
"Philippines","China",87516,2017-10-01,2017,10,"History",5703288
"Philippines","China",88562,2017-11-01,2017,11,"History",5227920
"Philippines","China",89591,2017-12-01,2017,12,"History",5440839
"Philippines","China",91670,2018-01-01,2018,1,"History",5507951
"Philippines","China",113693,2018-02-01,2018,2,"History",5826348
"Philippines","China",103251,2018-03-01,2018,3,"History",5864903
"Philippines","China",99228,2018-04-01,2018,4,"History",5752919
"Philippines","China",91259,2018-05-01,2018,5,"History",5951604
"Philippines","China",90243,2018-06-01,2018,6,"History",6003233
"Philippines","China",106152,2018-07-01,2018,7,"History",6516943
"Philippines","China",109975,2018-08-01,2018,8,"History",6665448
"Philippines","China",101229,2018-09-01,2018,9,"History",6094741
"Philippines","China",100051,2018-10-01,2018,10,"History",6260555
"Philippines","China",91556,2018-11-01,2018,11,"History",5616744
"Philippines","China",104356,2018-12-01,2018,12,"History",5862846
"Philippines","China",118915,2019-01-01,2019,1,"History",6157987
"Philippines","China",130022,2019-02-01,2019,2,"History",6070095
"Philippines","China",119568,2019-03-01,2019,3,"History",6137055
"Philippines","China",116383,2019-04-01,2019,4,"History",6172751
"Philippines","China",120626,2019-05-01,2019,5,"History",6508387
"Philippines","China",123368,2019-06-01,2019,6,"History",6456942
"Philippines","China",145168,2019-07-01,2019,7,"History",6899196
"Philippines","China",154412,2019-08-01,2019,8,"History",7102432
"Philippines","China",139793,2019-09-01,2019,9,"History",6458966
"Philippines","China",152387,2019-10-01,2019,10,"History",6391475
"Philippines","China",144007,2019-11-01,2019,11,"History",6085336
"Philippines","China",153708,2019-12-01,2019,12,"History",6332301
"Philippines","China",178957,2020-01-01,2020,1,"History",6862967
"Philippines","China",54332,2020-02-01,2020,2,"History",2478638
"Philippines","China",19679,2020-03-01,2020,3,"History",1106191
"Philippines","China",7014,2020-04-01,2020,4,"History",246588
"Philippines","China",9569,2020-05-01,2020,5,"History",357357
"Philippines","China",7319,2020-06-01,2020,6,"History",253627
"Philippines","China",9290,2020-07-01,2020,7,"History",461530
"Philippines","China",9449,2020-08-01,2020,8,"History",518566
"Philippines","China",6749,2020-09-01,2020,9,"History",483109
"Philippines","China",8186,2020-10-01,2020,10,"History",390805
"Philippines","China",7104,2020-11-01,2020,11,"History",303712
"Philippines","China",6060,2020-12-01,2020,12,"History",317867
"Philippines","China",3306,2021-01-01,2021,1,"History",296013
"Philippines","China",3075,2021-02-01,2021,2,"History",213205
"Philippines","China",3877,2021-03-01,2021,3,"History",296224
"Philippines","China",4763,2021-04-01,2021,4,"History",295662
"Philippines","China",3645,2021-05-01,2021,5,"History",330216
"Philippines","China",3904,2021-06-01,2021,6,"History",309384
"Philippines","China",4278,2021-07-01,2021,7,"History",334234
"Philippines","China",2813,2021-08-01,2021,8,"History",248113
"Philippines","China",3243,2021-09-01,2021,9,"History",245224
"Philippines","China",2749,2021-10-01,2021,10,"History",222823
"Philippines","China",4172,2021-11-01,2021,11,"History",222767
"Philippines","China",4846,2021-12-01,2021,12,"History",277777
"Philippines","China",2254,2022-01-01,2022,1,"History",320683
"Philippines","China",2544,2022-02-01,2022,2,"History",320263
"Philippines","China",2146,2022-03-01,2022,3,"History",283530
"Philippines","China",2591,2022-04-01,2022,4,"History",237870
"Philippines","China",5329,2022-05-01,2022,5,"History",235955
"Philippines","China",9878,2022-06-01,2022,6,"History",270481
"Philippines","China",10335,2022-07-01,2022,7,"History",300417
"Philippines","China",7110,2022-08-01,2022,8,"History",353354
"Philippines","China",6408,2022-09-01,2022,9,"History",407289
"Philippines","China",6535,2022-10-01,2022,10,"History",455004
"Philippines","China",10549,2022-11-01,2022,11,"History",518559
"Philippines","China",12575,2022-12-01,2022,12,"History",672848
"Philippines","China",17274,2023-01-01,2023,1,"History",899304
"Philippines","China",26476,2023-02-01,2023,2,"History",1194978
"Philippines","China",41637,2023-03-01,2023,3,"History",1813133
"Philippines","China",51229,2023-04-01,2023,4,"History",2495065
"Philippines","China",55500,2023-05-01,2023,5,"History",2909338
"Philippines","China",54612,2023-06-01,2023,6,"History",3174919
"Philippines","China",60162,2023-07-01,2023,7,"History",3742665
"Philippines","China",66719,2023-08-01,2023,8,"History",3843241
"Philippines","China",63546,2023-09-01,2023,9,"History",3686623
"Philippines","China",71749,2023-10-01,2023,10,"History",3941185
"Philippines","China",65904,2023-11-01,2023,11,"History",3629584
"Philippines","China",69268,2023-12-01,2023,12,"History",4132052
"Philippines","China",57565,2024-01-01,2024,1,"History",4063541
"Philippines","China",77555,2024-02-01,2024,2,"History",4423465
"Philippines","China",71042,2024-03-01,2024,3,"History",4212938
"Philippines","China",66655,2024-04-01,2024,4,"History",4407186
"Philippines","China",69174,2024-05-01,2024,5,"History",4644385
"Philippines","China",64416,2024-06-01,2024,6,"History",4740208
"Philippines","China",61002,2024-07-01,2024,7,"History",5447508
"Philippines","China",58459,2024-08-01,2024,8,"History",5552120
"Philippines","China",55849,2024-09-01,2024,9,"History",4954285
"Philippines","China",62381,2024-10-01,2024,10,"History",5250300
"Philippines","China",55821,2024-11-01,2024,11,"History",4738392
"Philippines","China",61673,2024-12-01,2024,12,"History",5064071
"Philippines","China",56555,2025-01-01,2025,1,"History",5613661
"Philippines","China",51937,2025-02-01,2025,2,"History",4913588
"Philippines","China",55379,2025-03-01,2025,3,"History",4997519
"Philippines","China",64598,2025-04-01,2025,4,"History",5350493
"Philippines","China",60247,2025-05-01,2025,5,"History",5492833
"Philippines","China",58614,2025-06-01,2025,6,"History",5459307
"Philippines","China",61854,2025-07-01,2025,7,"History",6071216
"Philippines","China",62972,2025-08-01,2025,8,"History",6167707
"Philippines","China",59973,2025-09-01,2025,9,"History",5497802
"Philippines","China",70441,2025-10-01,2025,10,"History",5940837
"Philippines","China",68095,2025-11-01,2025,11,"History",5444720
"Philippines","China",75492.464099745,2025-12-01,2025,12,"Forecast",6188624.41543852
"Philippines","China",77156.0469395552,2026-01-01,2026,1,"Forecast",6826484.76487138
"Philippines","China",71388.6610742443,2026-02-01,2026,2,"Forecast",6515658.70563019
"Philippines","China",71556.2409635324,2026-03-01,2026,3,"Forecast",6429563.53428485
"Philippines","China",73937.2566048484,2026-04-01,2026,4,"Forecast",6106720.82890272
"Philippines","China",76413.9195216834,2026-05-01,2026,5,"Forecast",6753037.87747828
"Singapore","China",213321,2016-01-01,2016,1,"History",4865022
"Singapore","China",248097,2016-02-01,2016,2,"History",5219579
"Singapore","China",208087,2016-03-01,2016,3,"History",4954010
"Singapore","China",207646,2016-04-01,2016,4,"History",4950277
"Singapore","China",215013,2016-05-01,2016,5,"History",5117595
"Singapore","China",211983,2016-06-01,2016,6,"History",5074460
"Singapore","China",241220,2016-07-01,2016,7,"History",5709016
"Singapore","China",238528,2016-08-01,2016,8,"History",5754273
"Singapore","China",220786,2016-09-01,2016,9,"History",5219704
"Singapore","China",221212,2016-10-01,2016,10,"History",5369074
"Singapore","China",209445,2016-11-01,2016,11,"History",4631629
"Singapore","China",222993,2016-12-01,2016,12,"History",4894122
"Singapore","China",263946,2017-01-01,2017,1,"History",5323435
"Singapore","China",241074,2017-02-01,2017,2,"History",4995617
"Singapore","China",236203,2017-03-01,2017,3,"History",5148149
"Singapore","China",230880,2017-04-01,2017,4,"History",5029898
"Singapore","China",236964,2017-05-01,2017,5,"History",5221640
"Singapore","China",241606,2017-06-01,2017,6,"History",5241546
"Singapore","China",266700,2017-07-01,2017,7,"History",5857053
"Singapore","China",260240,2017-08-01,2017,8,"History",5982731
"Singapore","China",228659,2017-09-01,2017,9,"History",5458671
"Singapore","China",238204,2017-10-01,2017,10,"History",5703288
"Singapore","China",231059,2017-11-01,2017,11,"History",5227920
"Singapore","China",243880,2017-12-01,2017,12,"History",5440839
"Singapore","China",245814,2018-01-01,2018,1,"History",5507951
"Singapore","China",274695,2018-02-01,2018,2,"History",5826348
"Singapore","China",245286,2018-03-01,2018,3,"History",5864903
"Singapore","China",246503,2018-04-01,2018,4,"History",5752919
"Singapore","China",256380,2018-05-01,2018,5,"History",5951604
"Singapore","China",254040,2018-06-01,2018,6,"History",6003233
"Singapore","China",280649,2018-07-01,2018,7,"History",6516943
"Singapore","China",287418,2018-08-01,2018,8,"History",6665448
"Singapore","China",253683,2018-09-01,2018,9,"History",6094741
"Singapore","China",261903,2018-10-01,2018,10,"History",6260555
"Singapore","China",230596,2018-11-01,2018,11,"History",5616744
"Singapore","China",249226,2018-12-01,2018,12,"History",5862846
"Singapore","China",275581,2019-01-01,2019,1,"History",6157987
"Singapore","China",283817,2019-02-01,2019,2,"History",6070095
"Singapore","China",270854,2019-03-01,2019,3,"History",6137055
"Singapore","China",264746,2019-04-01,2019,4,"History",6172751
"Singapore","China",273020,2019-05-01,2019,5,"History",6508387
"Singapore","China",273387,2019-06-01,2019,6,"History",6456942
"Singapore","China",293774,2019-07-01,2019,7,"History",6899196
"Singapore","China",298912,2019-08-01,2019,8,"History",7102432
"Singapore","China",259794,2019-09-01,2019,9,"History",6458966
"Singapore","China",262577,2019-10-01,2019,10,"History",6391475
"Singapore","China",249812,2019-11-01,2019,11,"History",6085336
"Singapore","China",269936,2019-12-01,2019,12,"History",6332301
"Singapore","China",314818,2020-01-01,2020,1,"History",6862967
"Singapore","China",94063,2020-02-01,2020,2,"History",2478638
"Singapore","China",36289,2020-03-01,2020,3,"History",1106191
"Singapore","China",8591,2020-04-01,2020,4,"History",246588
"Singapore","China",11252,2020-05-01,2020,5,"History",357357
"Singapore","China",12309,2020-06-01,2020,6,"History",253627
"Singapore","China",14726,2020-07-01,2020,7,"History",461530
"Singapore","China",12974,2020-08-01,2020,8,"History",518566
"Singapore","China",10473,2020-09-01,2020,9,"History",483109
"Singapore","China",8189,2020-10-01,2020,10,"History",390805
"Singapore","China",7420,2020-11-01,2020,11,"History",303712
"Singapore","China",8498,2020-12-01,2020,12,"History",317867
"Singapore","China",9326,2021-01-01,2021,1,"History",296013
"Singapore","China",6607,2021-02-01,2021,2,"History",213205
"Singapore","China",10550,2021-03-01,2021,3,"History",296224
"Singapore","China",11893,2021-04-01,2021,4,"History",295662
"Singapore","China",12424,2021-05-01,2021,5,"History",330216
"Singapore","China",11105,2021-06-01,2021,6,"History",309384
"Singapore","China",12205,2021-07-01,2021,7,"History",334234
"Singapore","China",9275,2021-08-01,2021,8,"History",248113
"Singapore","China",9082,2021-09-01,2021,9,"History",245224
"Singapore","China",7932,2021-10-01,2021,10,"History",222823
"Singapore","China",8501,2021-11-01,2021,11,"History",222767
"Singapore","China",8356,2021-12-01,2021,12,"History",277777
"Singapore","China",11290,2022-01-01,2022,1,"History",320683
"Singapore","China",10034,2022-02-01,2022,2,"History",320263
"Singapore","China",6321,2022-03-01,2022,3,"History",283530
"Singapore","China",7977,2022-04-01,2022,4,"History",237870
"Singapore","China",7764,2022-05-01,2022,5,"History",235955
"Singapore","China",11859,2022-06-01,2022,6,"History",270481
"Singapore","China",13141,2022-07-01,2022,7,"History",300417
"Singapore","China",15333,2022-08-01,2022,8,"History",353354
"Singapore","China",18072,2022-09-01,2022,9,"History",407289
"Singapore","China",21396,2022-10-01,2022,10,"History",455004
"Singapore","China",27826,2022-11-01,2022,11,"History",518559
"Singapore","China",32598,2022-12-01,2022,12,"History",672848
"Singapore","China",38408,2023-01-01,2023,1,"History",899304
"Singapore","China",55128,2023-02-01,2023,2,"History",1194978
"Singapore","China",109732,2023-03-01,2023,3,"History",1813133
"Singapore","China",130118,2023-04-01,2023,4,"History",2495065
"Singapore","China",150503,2023-05-01,2023,5,"History",2909338
"Singapore","China",171615,2023-06-01,2023,6,"History",3174919
"Singapore","China",218513,2023-07-01,2023,7,"History",3742665
"Singapore","China",238232,2023-08-01,2023,8,"History",3843241
"Singapore","China",215202,2023-09-01,2023,9,"History",3686623
"Singapore","China",218327,2023-10-01,2023,10,"History",3941185
"Singapore","China",199962,2023-11-01,2023,11,"History",3629584
"Singapore","China",243757,2023-12-01,2023,12,"History",4132052
"Singapore","China",264880,2024-01-01,2024,1,"History",4063541
"Singapore","China",306506,2024-02-01,2024,2,"History",4423465
"Singapore","China",287304,2024-03-01,2024,3,"History",4212938
"Singapore","China",271429,2024-04-01,2024,4,"History",4407186
"Singapore","China",297051,2024-05-01,2024,5,"History",4644385
"Singapore","China",305260,2024-06-01,2024,6,"History",4740208
"Singapore","China",342047,2024-07-01,2024,7,"History",5447508
"Singapore","China",350025,2024-08-01,2024,8,"History",5552120
"Singapore","China",307905,2024-09-01,2024,9,"History",4954285
"Singapore","China",333163,2024-10-01,2024,10,"History",5250300
"Singapore","China",294144,2024-11-01,2024,11,"History",4738392
"Singapore","China",316610,2024-12-01,2024,12,"History",5064071
"Singapore","China",364486,2025-01-01,2025,1,"History",5613661
"Singapore","China",315530,2025-02-01,2025,2,"History",4913588
"Singapore","China",314959,2025-03-01,2025,3,"History",4997519
"Singapore","China",300165,2025-04-01,2025,4,"History",5350493
"Singapore","China",349830,2025-05-01,2025,5,"History",5492833
"Singapore","China",336508,2025-06-01,2025,6,"History",5459307
"Singapore","China",346341,2025-07-01,2025,7,"History",6071216
"Singapore","China",352567,2025-08-01,2025,8,"History",6167707
"Singapore","China",306029,2025-09-01,2025,9,"History",5497802
"Singapore","China",334999,2025-10-01,2025,10,"History",5940837
"Singapore","China",312907,2025-11-01,2025,11,"History",5444720
"Singapore","China",355279.79381111,2025-12-01,2025,12,"Forecast",6188624.41543852
"Singapore","China",404836.504979965,2026-01-01,2026,1,"Forecast",6826484.76487138
"Singapore","China",399933.42891316,2026-02-01,2026,2,"Forecast",6515658.70563019
"Singapore","China",419928.168141369,2026-03-01,2026,3,"Forecast",6429563.53428485
"Singapore","China",376795.573117632,2026-04-01,2026,4,"Forecast",6106720.82890272
"Singapore","China",378480.017378291,2026-05-01,2026,5,"Forecast",6753037.87747828
"Thailand","China",596043,2016-01-01,2016,1,"History",4865022
"Thailand","China",698612,2016-02-01,2016,2,"History",5219579
"Thailand","China",588396,2016-03-01,2016,3,"History",4954010
"Thailand","China",572218,2016-04-01,2016,4,"History",4950277
"Thailand","China",582906,2016-05-01,2016,5,"History",5117595
"Thailand","China",573145,2016-06-01,2016,6,"History",5074460
"Thailand","China",665816,2016-07-01,2016,7,"History",5709016
"Thailand","China",692422,2016-08-01,2016,8,"History",5754273
"Thailand","China",592735,2016-09-01,2016,9,"History",5219704
"Thailand","China",551199,2016-10-01,2016,10,"History",5369074
"Thailand","China",419032,2016-11-01,2016,11,"History",4631629
"Thailand","China",482198,2016-12-01,2016,12,"History",4894122
"Thailand","China",631600,2017-01-01,2017,1,"History",5323435
"Thailand","China",635567,2017-02-01,2017,2,"History",4995617
"Thailand","China",595213,2017-03-01,2017,3,"History",5148149
"Thailand","China",585021,2017-04-01,2017,4,"History",5029898
"Thailand","China",609915,2017-05-01,2017,5,"History",5221640
"Thailand","China",599157,2017-06-01,2017,6,"History",5241546
"Thailand","China",699462,2017-07-01,2017,7,"History",5857053
"Thailand","China",725093,2017-08-01,2017,8,"History",5982731
"Thailand","China",644730,2017-09-01,2017,9,"History",5458671
"Thailand","China",661856,2017-10-01,2017,10,"History",5703288
"Thailand","China",654845,2017-11-01,2017,11,"History",5227920
"Thailand","China",703658,2017-12-01,2017,12,"History",5440839
"Thailand","China",759006,2018-01-01,2018,1,"History",5507951
"Thailand","China",895027,2018-02-01,2018,2,"History",5826348
"Thailand","China",853765,2018-03-01,2018,3,"History",5864903
"Thailand","China",801759,2018-04-01,2018,4,"History",5752919
"Thailand","China",822329,2018-05-01,2018,5,"History",5951604
"Thailand","China",816571,2018-06-01,2018,6,"History",6003233
"Thailand","China",883288,2018-07-01,2018,7,"History",6516943
"Thailand","China",869190,2018-08-01,2018,8,"History",6665448
"Thailand","China",742705,2018-09-01,2018,9,"History",6094741
"Thailand","China",740321,2018-10-01,2018,10,"History",6260555
"Thailand","China",693010,2018-11-01,2018,11,"History",5616744
"Thailand","China",740479,2018-12-01,2018,12,"History",5862846
"Thailand","China",822254,2019-01-01,2019,1,"History",6157987
"Thailand","China",870423,2019-02-01,2019,2,"History",6070095
"Thailand","China",808945,2019-03-01,2019,3,"History",6137055
"Thailand","China",722792,2019-04-01,2019,4,"History",6172751
"Thailand","China",756024,2019-05-01,2019,5,"History",6508387
"Thailand","China",738719,2019-06-01,2019,6,"History",6456942
"Thailand","China",809291,2019-07-01,2019,7,"History",6899196
"Thailand","China",847494,2019-08-01,2019,8,"History",7102432
"Thailand","China",756454,2019-09-01,2019,9,"History",6458966
"Thailand","China",780519,2019-10-01,2019,10,"History",6391475
"Thailand","China",732784,2019-11-01,2019,11,"History",6085336
"Thailand","China",774080,2019-12-01,2019,12,"History",6332301
"Thailand","China",907707,2020-01-01,2020,1,"History",6862967
"Thailand","China",337766,2020-02-01,2020,2,"History",2478638
"Thailand","China",116600,2020-03-01,2020,3,"History",1106191
"Thailand","China",10159,2020-04-01,2020,4,"History",246588
"Thailand","China",35409,2020-05-01,2020,5,"History",357357
"Thailand","China",12816,2020-06-01,2020,6,"History",253627
"Thailand","China",48578,2020-07-01,2020,7,"History",461530
"Thailand","China",49673,2020-08-01,2020,8,"History",518566
"Thailand","China",46317,2020-09-01,2020,9,"History",483109
"Thailand","China",19781,2020-10-01,2020,10,"History",390805
"Thailand","China",7229,2020-11-01,2020,11,"History",303712
"Thailand","China",7313,2020-12-01,2020,12,"History",317867
"Thailand","China",7591,2021-01-01,2021,1,"History",296013
"Thailand","China",5012,2021-02-01,2021,2,"History",213205
"Thailand","China",8666,2021-03-01,2021,3,"History",296224
"Thailand","China",6901,2021-04-01,2021,4,"History",295662
"Thailand","China",6254,2021-05-01,2021,5,"History",330216
"Thailand","China",4961,2021-06-01,2021,6,"History",309384
"Thailand","China",6194,2021-07-01,2021,7,"History",334234
"Thailand","China",4837,2021-08-01,2021,8,"History",248113
"Thailand","China",3529,2021-09-01,2021,9,"History",245224
"Thailand","China",2908,2021-10-01,2021,10,"History",222823
"Thailand","China",3014,2021-11-01,2021,11,"History",222767
"Thailand","China",3905,2021-12-01,2021,12,"History",277777
"Thailand","China",5385,2022-01-01,2022,1,"History",320683
"Thailand","China",4933,2022-02-01,2022,2,"History",320263
"Thailand","China",4531,2022-03-01,2022,3,"History",283530
"Thailand","China",4038,2022-04-01,2022,4,"History",237870
"Thailand","China",5218,2022-05-01,2022,5,"History",235955
"Thailand","China",6173,2022-06-01,2022,6,"History",270481
"Thailand","China",8563,2022-07-01,2022,7,"History",300417
"Thailand","China",9642,2022-08-01,2022,8,"History",353354
"Thailand","China",12654,2022-09-01,2022,9,"History",407289
"Thailand","China",16640,2022-10-01,2022,10,"History",455004
"Thailand","China",20346,2022-11-01,2022,11,"History",518559
"Thailand","China",28395,2022-12-01,2022,12,"History",672848
"Thailand","China",55543,2023-01-01,2023,1,"History",899304
"Thailand","China",110604,2023-02-01,2023,2,"History",1194978
"Thailand","China",203871,2023-03-01,2023,3,"History",1813133
"Thailand","China",292379,2023-04-01,2023,4,"History",2495065
"Thailand","China",336558,2023-05-01,2023,5,"History",2909338
"Thailand","China",328172,2023-06-01,2023,6,"History",3174919
"Thailand","China",392523,2023-07-01,2023,7,"History",3742665
"Thailand","China",363473,2023-08-01,2023,8,"History",3843241
"Thailand","China",317790,2023-09-01,2023,9,"History",3686623
"Thailand","China",365838,2023-10-01,2023,10,"History",3941185
"Thailand","China",317142,2023-11-01,2023,11,"History",3629584
"Thailand","China",392992,2023-12-01,2023,12,"History",4132052
"Thailand","China",403213,2024-01-01,2024,1,"History",4063541
"Thailand","China",537607,2024-02-01,2024,2,"History",4423465
"Thailand","China",449610,2024-03-01,2024,3,"History",4212938
"Thailand","China",500578,2024-04-01,2024,4,"History",4407186
"Thailand","China",510977,2024-05-01,2024,5,"History",4644385
"Thailand","China",484550,2024-06-01,2024,6,"History",4740208
"Thailand","China",615150,2024-07-01,2024,7,"History",5447508
"Thailand","China",605714,2024-08-01,2024,8,"History",5552120
"Thailand","China",476905,2024-09-01,2024,9,"History",4954285
"Thailand","China",552039,2024-10-01,2024,10,"History",5250300
"Thailand","China",501487,2024-11-01,2024,11,"History",4738392
"Thailand","China",567442,2024-12-01,2024,12,"History",5064071
"Thailand","China",656149,2025-01-01,2025,1,"History",5613661
"Thailand","China",529390,2025-02-01,2025,2,"History",4913588
"Thailand","China",432250,2025-03-01,2025,3,"History",4997519
"Thailand","China",461260,2025-04-01,2025,4,"History",5350493
"Thailand","China",414744,2025-05-01,2025,5,"History",5492833
"Thailand","China",384371,2025-06-01,2025,6,"History",5459307
"Thailand","China",464138,2025-07-01,2025,7,"History",6071216
"Thailand","China",465604,2025-08-01,2025,8,"History",6167707
"Thailand","China",399274,2025-09-01,2025,9,"History",5497802
"Thailand","China",493851,2025-10-01,2025,10,"History",5940837
"Thailand","China",458858,2025-11-01,2025,11,"History",5444720
"Thailand","China",468894.702290068,2025-12-01,2025,12,"Forecast",6188624.41543852
"Thailand","China",483341.577775598,2026-01-01,2026,1,"Forecast",6826484.76487138
"Thailand","China",522977.201934163,2026-02-01,2026,2,"Forecast",6515658.70563019
"Thailand","China",470352.588332066,2026-03-01,2026,3,"Forecast",6429563.53428485
"Thailand","China",445839.171768902,2026-04-01,2026,4,"Forecast",6106720.82890272
"Thailand","China",449084.56026966,2026-05-01,2026,5,"Forecast",6753037.87747828
